number,record_time,soc,pack_voltage,charge_current,max_cell_voltage,min_cell_voltage,max_temperature,min_temperature,available_energy,available_capacity,charging_duration_seconds
467933,2020-11-10 14:53:26,45.2,334.6,-71.20001,3.74,3.705,29,28,18.85,56.67,0.0
467934,2020-11-10 14:53:36,45.6,335.0,-71.20001,3.746,3.711,29,28,18.92,56.88,10.0
467935,2020-11-10 14:53:46,45.6,335.3,-71.20001,3.749,3.714,29,28,18.98,57.08,20.0
467936,2020-11-10 14:53:56,45.6,335.7,-71.20001,3.751,3.718,29,28,19.05,57.28,30.0
467937,2020-11-10 14:54:06,46.0,335.8,-71.20001,3.754,3.719,29,28,19.12,57.48,40.0
467938,2020-11-10 14:54:16,46.0,336.0,-71.10001,3.756,3.721,29,28,19.19,57.69,50.0
467939,2020-11-10 14:54:26,46.4,336.1,-71.20001,3.757,3.722,29,28,19.26,57.9,60.0
467940,2020-11-10 14:54:36,46.4,336.3,-71.20001,3.759,3.725,29,28,19.32,58.09,70.0
467941,2020-11-10 14:54:46,46.4,336.4,-71.20001,3.761,3.726,29,28,19.39,58.3,80.0
467942,2020-11-10 14:54:56,46.8,336.6,-71.20001,3.763,3.728,29,28,19.46,58.5,90.0
467943,2020-11-10 14:55:06,46.8,336.8,-71.20001,3.765,3.729,29,28,19.52,58.7,100.0
467944,2020-11-10 14:55:16,47.2,336.9,-71.20001,3.766,3.73,29,28,19.6,58.92,110.0
467945,2020-11-10 14:55:26,47.2,337.1,-71.20001,3.767,3.732,30,28,19.66,59.11,120.0
467946,2020-11-10 14:55:36,47.2,337.2,-71.30002,3.769,3.733,30,28,19.73,59.33,130.0
467947,2020-11-10 14:55:46,47.6,337.4,-71.30002,3.771,3.735,30,28,19.8,59.53,140.0
467948,2020-11-10 14:55:56,47.6,337.4,-71.30002,3.773,3.736,30,28,19.87,59.72,150.0
467949,2020-11-10 14:56:06,48.0,337.5,-71.20001,3.773,3.736,30,28,19.93,59.94,160.0
