number,record_time,soc,pack_voltage,charge_current,max_cell_voltage,min_cell_voltage,max_temperature,min_temperature,available_energy,available_capacity,charging_duration_seconds
526879,2021-01-12 16:45:09,14.0,325.2,-70.30002,3.638,3.603,19,18,5.54,16.71,0.0
526880,2021-01-12 16:45:19,14.0,325.7,-70.39999,3.643,3.608,19,18,5.61,16.9,10.0
526881,2021-01-12 16:45:29,14.4,326.0,-70.30002,3.645,3.612,19,18,5.68,17.1,20.0
526882,2021-01-12 16:45:39,14.4,326.1,-70.39999,3.649,3.614,19,18,5.76,17.34,30.0
526883,2021-01-12 16:45:49,14.4,326.4,-70.30002,3.652,3.616,19,18,5.82,17.52,40.0
526884,2021-01-12 16:45:59,14.8,326.6,-70.39999,3.654,3.618,19,18,5.88,17.72,50.0
526885,2021-01-12 16:46:09,14.8,326.7,-70.30002,3.655,3.621,19,18,5.95,17.91,60.0
526886,2021-01-12 16:46:19,15.2,326.9,-70.20001,3.657,3.622,19,18,6.02,18.11,70.0
526887,2021-01-12 16:46:29,15.2,327.1,-70.39999,3.659,3.624,20,18,6.08,18.31,80.0
526888,2021-01-12 16:46:39,15.6,327.2,-70.30002,3.66,3.626,20,18,6.14,18.5,90.0
526889,2021-01-12 16:46:49,15.6,327.2,-70.30002,3.661,3.628,20,18,6.21,18.69,100.0
526890,2021-01-12 16:46:59,15.6,327.4,-70.30002,3.663,3.629,20,18,6.28,18.91,110.0
526891,2021-01-12 16:47:09,16.0,327.5,-70.20001,3.663,3.63,20,18,6.34,19.1,120.0
526892,2021-01-12 16:47:19,16.0,327.7,-70.30002,3.664,3.632,20,18,6.41,19.31,130.0
526893,2021-01-12 16:47:29,16.4,327.8,-70.20001,3.666,3.633,20,18,6.47,19.48,140.0
526894,2021-01-12 16:47:39,16.4,327.8,-70.20001,3.666,3.634,20,18,6.53,19.67,150.0
526895,2021-01-12 16:47:49,16.4,328.0,-70.20001,3.668,3.635,20,18,6.6,19.88,160.0
526896,2021-01-12 16:47:59,16.8,328.2,-70.20001,3.668,3.637,20,18,6.67,20.07,170.0
526897,2021-01-12 16:48:09,16.8,328.2,-70.20001,3.67,3.638,20,18,6.73,20.26,180.0
526898,2021-01-12 16:48:19,17.2,328.3,-70.20001,3.671,3.639,20,18,6.79,20.45,190.0
526899,2021-01-12 16:48:29,17.2,328.5,-70.20001,3.672,3.641,20,18,6.86,20.65,200.0
526900,2021-01-12 16:48:39,17.2,328.5,-70.20001,3.673,3.642,20,18,6.92,20.86,210.0
526901,2021-01-12 16:48:49,17.6,328.6,-70.20001,3.673,3.643,20,18,7.0,21.07,220.0
526902,2021-01-12 16:48:59,17.6,328.6,-70.30002,3.674,3.644,20,18,7.05,21.24,230.0
526903,2021-01-12 16:49:09,18.0,328.6,-70.30002,3.674,3.645,20,18,7.12,21.44,240.0
526904,2021-01-12 16:49:19,18.0,328.8,-70.20001,3.676,3.646,20,19,7.18,21.62,250.0
526905,2021-01-12 16:49:29,18.0,328.9,-70.20001,3.676,3.646,20,19,7.25,21.83,260.0
526906,2021-01-12 16:49:39,18.4,328.9,-70.20001,3.677,3.648,20,19,7.31,22.02,270.0
526907,2021-01-12 16:49:49,18.4,328.9,-70.30002,3.677,3.649,20,19,7.38,22.21,280.0
526908,2021-01-12 16:49:59,18.8,328.9,-70.30002,3.678,3.65,20,19,7.44,22.41,290.0
526909,2021-01-12 16:50:09,18.8,329.1,-70.30002,3.679,3.651,20,19,7.51,22.62,300.0
526910,2021-01-12 16:50:19,19.2,329.1,-70.20001,3.679,3.651,20,19,7.57,22.81,310.0
526911,2021-01-12 16:50:29,19.2,329.2,-70.30002,3.679,3.653,20,19,7.64,23.02,320.0
526912,2021-01-12 16:50:39,19.2,329.2,-70.30002,3.681,3.653,20,19,7.7,23.19,330.0
526913,2021-01-12 16:50:49,19.6,329.2,-70.20001,3.68,3.654,20,19,7.76,23.38,340.0
526914,2021-01-12 16:50:59,19.6,329.2,-70.20001,3.681,3.654,20,19,7.83,23.57,350.0
526915,2021-01-12 16:51:09,20.0,329.4,-70.20001,3.682,3.655,20,19,7.89,23.78,360.0
526916,2021-01-12 16:51:19,20.0,329.4,-70.30002,3.682,3.655,20,19,7.96,23.97,370.0
526917,2021-01-12 16:51:29,20.0,329.6,-70.30002,3.682,3.656,20,19,8.03,24.19,380.0
526918,2021-01-12 16:51:39,20.4,329.6,-70.30002,3.683,3.657,20,19,8.099999,24.38,390.0
526919,2021-01-12 16:51:49,20.4,329.7,-70.20001,3.683,3.657,20,19,8.16,24.57,400.0
526920,2021-01-12 16:51:59,20.8,329.7,-70.30002,3.684,3.658,20,19,8.22,24.78,410.0
526921,2021-01-12 16:52:09,20.8,329.7,-70.20001,3.685,3.659,20,19,8.29,24.96,420.0
526922,2021-01-12 16:52:19,20.8,329.9,-70.20001,3.686,3.658,20,19,8.349999,25.14,430.0
526923,2021-01-12 16:52:29,21.2,329.9,-70.20001,3.685,3.659,20,19,8.41,25.33,440.0
526924,2021-01-12 16:52:39,21.2,329.9,-70.20001,3.686,3.66,20,19,8.48,25.54,450.0
526925,2021-01-12 16:52:49,21.6,329.9,-70.20001,3.686,3.661,20,19,8.54,25.73,460.0
526926,2021-01-12 16:52:59,21.6,329.9,-70.20001,3.686,3.66,20,19,8.61,25.92,470.0
526927,2021-01-12 16:53:09,21.6,329.9,-70.30002,3.688,3.662,20,19,8.679999,26.14,480.0
526928,2021-01-12 16:53:19,22.0,330.0,-70.30002,3.687,3.663,20,19,8.75,26.34,490.0
526929,2021-01-12 16:53:29,22.0,330.0,-70.20001,3.688,3.662,20,19,8.809999,26.53,500.0
526930,2021-01-12 16:53:39,22.4,330.0,-70.20001,3.688,3.663,20,19,8.87,26.71,510.0
526931,2021-01-12 16:53:49,22.4,330.2,-70.30002,3.689,3.663,20,19,8.94,26.9,520.0
526932,2021-01-12 16:53:59,22.4,330.3,-70.30002,3.689,3.663,20,19,9.0,27.11,530.0
526933,2021-01-12 16:54:09,22.8,330.2,-70.10001,3.69,3.664,20,19,9.07,27.3,540.0
526934,2021-01-12 16:54:19,22.8,330.3,-70.20001,3.69,3.664,20,19,9.13,27.5,550.0
526935,2021-01-12 16:54:29,23.2,330.3,-70.20001,3.69,3.665,20,19,9.2,27.71,560.0
526936,2021-01-12 16:54:39,23.2,330.3,-70.20001,3.69,3.666,20,19,9.27,27.91,570.0
526937,2021-01-12 16:54:49,23.6,330.5,-70.20001,3.692,3.666,20,19,9.33,28.11,580.0
526938,2021-01-12 16:54:59,23.6,330.5,-70.20001,3.693,3.666,20,19,9.4,28.31,590.0
526939,2021-01-12 16:55:09,23.6,330.5,-70.20001,3.692,3.667,20,19,9.48,28.56,600.0
526940,2021-01-12 16:55:19,24.0,330.5,-70.20001,3.693,3.667,20,19,9.559999,28.79,610.0
526941,2021-01-12 16:55:29,24.0,330.7,-70.20001,3.694,3.668,20,19,9.63,28.98,620.0
526942,2021-01-12 16:55:39,24.4,330.7,-70.20001,3.694,3.668,20,19,9.7,29.19,630.0
526943,2021-01-12 16:55:49,24.4,330.7,-70.20001,3.695,3.669,20,19,9.76,29.38,640.0
526944,2021-01-12 16:55:59,24.4,330.7,-70.20001,3.696,3.669,20,19,9.83,29.6,650.0
526945,2021-01-12 16:56:09,24.8,330.7,-70.20001,3.695,3.669,20,19,9.889999,29.79,660.0
526946,2021-01-12 16:56:19,24.8,330.8,-70.20001,3.697,3.67,20,19,9.96,30.0,670.0
526947,2021-01-12 16:56:29,25.2,330.8,-70.20001,3.697,3.671,20,19,10.03,30.19,680.0
526948,2021-01-12 16:56:39,25.2,330.8,-70.10001,3.698,3.671,20,19,10.09,30.4,690.0
526949,2021-01-12 16:56:49,25.2,331.0,-70.20001,3.697,3.671,20,19,10.15,30.57,700.0
526950,2021-01-12 16:56:59,25.6,331.0,-70.20001,3.697,3.672,20,19,10.22,30.76,710.0
526951,2021-01-12 16:57:09,25.6,331.0,-70.30002,3.698,3.672,20,19,10.29,30.97,720.0
526952,2021-01-12 16:57:19,26.0,331.0,-70.20001,3.698,3.672,20,19,10.35,31.16,730.0
526953,2021-01-12 16:57:29,26.0,331.1,-70.20001,3.699,3.673,21,19,10.42,31.35,740.0
526954,2021-01-12 16:57:39,26.0,331.1,-70.20001,3.7,3.673,21,19,10.49,31.57,750.0
526955,2021-01-12 16:57:49,26.4,331.1,-70.20001,3.7,3.674,21,19,10.55,31.78,760.0
526956,2021-01-12 16:57:59,26.4,331.1,-70.10001,3.7,3.674,21,19,10.62,31.97,770.0
526957,2021-01-12 16:58:09,26.8,331.3,-70.30002,3.702,3.675,21,19,10.68,32.16,780.0
526958,2021-01-12 16:58:19,26.8,331.3,-70.20001,3.702,3.675,21,19,10.75,32.37,790.0
526959,2021-01-12 16:58:29,26.8,331.3,-70.20001,3.701,3.675,21,19,10.81,32.55,800.0
526960,2021-01-12 16:58:39,27.2,331.3,-70.20001,3.702,3.676,21,19,10.88,32.73,810.0
526961,2021-01-12 16:58:49,27.2,331.4,-70.20001,3.703,3.676,21,19,10.94,32.94,820.0
526962,2021-01-12 16:58:59,27.6,331.4,-70.20001,3.704,3.677,21,19,11.01,33.15,830.0
526963,2021-01-12 16:59:09,27.6,331.4,-70.30002,3.703,3.677,21,19,11.08,33.35,840.0
526964,2021-01-12 16:59:19,28.0,331.4,-70.20001,3.704,3.678,21,20,11.14,33.55,850.0
526965,2021-01-12 16:59:29,28.0,331.4,-70.20001,3.705,3.678,21,20,11.21,33.75,860.0
526966,2021-01-12 16:59:39,28.0,331.6,-70.20001,3.704,3.679,21,20,11.27,33.94,870.0
526967,2021-01-12 16:59:49,28.4,331.7,-70.10001,3.706,3.679,21,20,11.34,34.15,880.0
526968,2021-01-12 16:59:59,28.4,331.7,-70.20001,3.706,3.679,21,20,11.4,34.32,890.0
526969,2021-01-12 17:00:09,28.8,331.7,-70.20001,3.708,3.68,21,20,11.47,34.52,900.0
526970,2021-01-12 17:00:19,28.8,331.7,-70.20001,3.708,3.68,21,20,11.53,34.71,910.0
526971,2021-01-12 17:00:29,28.8,331.7,-70.20001,3.707,3.681,21,20,11.6,34.93,920.0
526972,2021-01-12 17:00:39,29.2,331.9,-70.20001,3.708,3.682,21,20,11.67,35.13,930.0
526973,2021-01-12 17:00:49,29.2,331.9,-70.20001,3.709,3.682,21,20,11.73,35.33,940.0
526974,2021-01-12 17:00:59,29.6,331.9,-70.20001,3.71,3.682,21,20,11.8,35.52,950.0
526975,2021-01-12 17:01:09,29.6,332.1,-70.20001,3.709,3.682,21,20,11.87,35.72,960.0
