number,record_time,soc,pack_voltage,charge_current,max_cell_voltage,min_cell_voltage,max_temperature,min_temperature,available_energy,available_capacity,charging_duration_seconds
582003,2021-04-06 12:59:56,14.8,324.7,-70.10001,3.633,3.596,30,28,6.03,18.14,0.0
582004,2021-04-06 13:00:06,14.8,325.0,-70.10001,3.638,3.6,30,28,6.1,18.33,10.0
582005,2021-04-06 13:00:16,15.2,325.3,-70.10001,3.641,3.603,30,28,6.17,18.56,20.0
582006,2021-04-06 13:00:26,15.2,325.5,-70.10001,3.643,3.606,30,28,6.23,18.74,30.0
582007,2021-04-06 13:00:36,15.2,325.8,-70.10001,3.645,3.608,30,28,6.3,18.93,40.0
582008,2021-04-06 13:00:46,15.6,326.0,-70.20001,3.648,3.61,30,28,6.36,19.13,50.0
582009,2021-04-06 13:00:56,15.6,326.1,-70.10001,3.649,3.612,30,28,6.43,19.34,60.0
582010,2021-04-06 13:01:06,16.0,326.1,-70.20001,3.65,3.613,30,28,6.49,19.54,70.0
582011,2021-04-06 13:01:16,16.0,326.3,-70.20001,3.652,3.616,30,28,6.56,19.73,80.0
582012,2021-04-06 13:01:26,16.0,326.4,-70.30002,3.654,3.617,30,28,6.63,19.94,90.0
582013,2021-04-06 13:01:36,16.4,326.6,-70.20001,3.656,3.618,30,28,6.69,20.13,100.0
582014,2021-04-06 13:01:46,16.4,326.7,-70.20001,3.657,3.62,30,28,6.77,20.36,110.0
582015,2021-04-06 13:01:56,16.8,326.9,-70.30002,3.659,3.622,30,28,6.84,20.56,120.0
582016,2021-04-06 13:02:06,16.8,327.1,-70.20001,3.658,3.623,30,28,6.9,20.74,130.0
582017,2021-04-06 13:02:16,17.2,327.1,-70.30002,3.661,3.624,30,28,6.97,20.95,140.0
582018,2021-04-06 13:02:26,17.2,327.2,-70.30002,3.661,3.626,30,28,7.03,21.15,150.0
582019,2021-04-06 13:02:36,17.2,327.4,-70.30002,3.662,3.627,30,28,7.1,21.34,160.0
582020,2021-04-06 13:02:46,17.6,327.5,-70.39999,3.663,3.628,30,28,7.17,21.55,170.0
582021,2021-04-06 13:02:56,17.6,327.5,-70.39999,3.665,3.629,30,28,7.23,21.74,180.0
582022,2021-04-06 13:03:06,18.0,327.7,-70.39999,3.664,3.63,30,28,7.3,21.95,190.0
582023,2021-04-06 13:03:16,18.0,327.8,-70.5,3.667,3.632,30,28,7.37,22.17,200.0
582024,2021-04-06 13:03:26,18.0,327.8,-70.5,3.667,3.633,30,28,7.44,22.38,210.0
582025,2021-04-06 13:03:36,18.4,328.0,-70.39999,3.668,3.634,30,28,7.5,22.56,220.0
582026,2021-04-06 13:03:46,18.4,328.0,-70.39999,3.669,3.635,30,28,7.56,22.76,230.0
582027,2021-04-06 13:03:56,18.8,328.0,-70.39999,3.67,3.637,30,28,7.63,22.95,240.0
582028,2021-04-06 13:04:06,18.8,328.2,-70.5,3.671,3.637,30,28,7.7,23.16,250.0
582029,2021-04-06 13:04:16,18.8,328.3,-70.39999,3.672,3.639,30,28,7.76,23.35,260.0
582030,2021-04-06 13:04:26,19.2,328.5,-70.5,3.671,3.639,30,28,7.83,23.55,270.0
582031,2021-04-06 13:04:36,19.2,328.3,-70.39999,3.672,3.641,30,28,7.91,23.78,280.0
582032,2021-04-06 13:04:46,19.6,328.6,-70.39999,3.673,3.642,30,28,7.97,23.99,290.0
582033,2021-04-06 13:04:56,19.6,328.6,-70.5,3.673,3.643,30,28,8.05,24.18,300.0
582034,2021-04-06 13:05:06,19.6,328.6,-70.5,3.675,3.643,30,28,8.11,24.38,310.0
582035,2021-04-06 13:05:16,20.0,328.8,-70.5,3.675,3.644,30,28,8.17,24.56,320.0
582036,2021-04-06 13:05:26,20.0,328.8,-70.5,3.676,3.645,30,28,8.24,24.77,330.0
582037,2021-04-06 13:05:36,20.4,328.8,-70.5,3.675,3.646,30,28,8.3,24.96,340.0
582038,2021-04-06 13:05:46,20.4,328.9,-70.5,3.676,3.647,30,28,8.37,25.16,350.0
582039,2021-04-06 13:05:56,20.8,328.9,-70.5,3.678,3.648,30,28,8.44,25.37,360.0
582040,2021-04-06 13:06:06,20.8,328.9,-70.5,3.678,3.648,30,28,8.51,25.57,370.0
582041,2021-04-06 13:06:16,20.8,329.1,-70.5,3.678,3.649,30,28,8.58,25.79,380.0
582042,2021-04-06 13:06:26,21.2,329.1,-70.5,3.679,3.65,30,28,8.639999,25.99,390.0
582043,2021-04-06 13:06:36,21.2,329.1,-70.5,3.68,3.651,30,28,8.71,26.2,400.0
582044,2021-04-06 13:06:46,21.6,329.2,-70.60001,3.68,3.651,30,28,8.77,26.38,410.0
582045,2021-04-06 13:06:56,21.6,329.4,-70.60001,3.68,3.653,30,28,8.84,26.57,420.0
582046,2021-04-06 13:07:06,21.6,329.2,-70.60001,3.681,3.653,30,28,8.91,26.78,430.0
582047,2021-04-06 13:07:16,22.0,329.4,-70.5,3.681,3.654,30,28,8.97,26.98,440.0
582048,2021-04-06 13:07:26,22.0,329.4,-70.60001,3.681,3.653,30,28,9.04,27.19,450.0
582049,2021-04-06 13:07:36,22.4,329.6,-70.5,3.682,3.654,30,28,9.11,27.39,460.0
582050,2021-04-06 13:07:46,22.4,329.6,-70.60001,3.683,3.655,31,29,9.179999,27.62,470.0
582051,2021-04-06 13:07:56,22.4,329.6,-70.5,3.684,3.655,31,29,9.25,27.81,480.0
582052,2021-04-06 13:08:06,22.8,329.7,-70.60001,3.684,3.656,31,29,9.309999,28.0,490.0
582053,2021-04-06 13:08:16,22.8,329.7,-70.60001,3.684,3.656,31,29,9.37,28.2,500.0
582054,2021-04-06 13:08:27,23.2,329.7,-70.60001,3.685,3.657,30,29,9.44,28.39,511.0
582055,2021-04-06 13:08:37,23.2,329.7,-70.5,3.685,3.657,31,29,9.51,28.59,521.0
582056,2021-04-06 13:08:47,23.2,329.7,-70.60001,3.685,3.657,30,29,9.58,28.8,531.0
582057,2021-04-06 13:08:57,23.6,329.9,-70.60001,3.686,3.658,31,29,9.639999,29.0,541.0
582058,2021-04-06 13:09:07,23.6,329.9,-70.60001,3.686,3.66,31,29,9.719999,29.22,551.0
582059,2021-04-06 13:09:17,24.0,329.9,-70.60001,3.687,3.66,31,29,9.78,29.42,561.0
582060,2021-04-06 13:09:27,24.0,330.0,-70.60001,3.688,3.661,31,29,9.86,29.63,571.0
582061,2021-04-06 13:09:37,24.4,330.0,-70.60001,3.688,3.66,31,29,9.92,29.82,581.0
582062,2021-04-06 13:09:47,24.4,330.2,-70.60001,3.688,3.661,31,29,9.99,30.04,591.0
582063,2021-04-06 13:09:57,24.4,330.0,-70.70001,3.689,3.661,31,29,10.05,30.22,601.0
582064,2021-04-06 13:10:07,24.8,330.2,-70.60001,3.69,3.662,31,29,10.12,30.41,611.0
582065,2021-04-06 13:10:17,24.8,330.2,-70.70001,3.69,3.663,31,29,10.19,30.62,621.0
582066,2021-04-06 13:10:27,25.2,330.2,-70.60001,3.69,3.663,31,29,10.25,30.82,631.0
582067,2021-04-06 13:10:37,25.2,330.2,-70.60001,3.691,3.663,31,29,10.32,31.03,641.0
582068,2021-04-06 13:10:47,25.2,330.3,-70.60001,3.691,3.664,31,29,10.39,31.24,651.0
582069,2021-04-06 13:10:57,25.6,330.3,-70.60001,3.692,3.664,31,29,10.46,31.45,661.0
582070,2021-04-06 13:11:07,25.6,330.5,-70.70001,3.692,3.665,31,29,10.52,31.64,671.0
582071,2021-04-06 13:11:17,26.0,330.5,-70.70001,3.693,3.665,31,29,10.6,31.86,681.0
582072,2021-04-06 13:11:27,26.0,330.5,-70.60001,3.694,3.666,31,29,10.65,32.04,691.0
582073,2021-04-06 13:11:37,26.0,330.7,-70.70001,3.693,3.666,31,29,10.72,32.23,701.0
582074,2021-04-06 13:11:47,26.4,330.5,-70.70001,3.694,3.666,31,29,10.79,32.44,711.0
582075,2021-04-06 13:11:57,26.4,330.7,-70.70001,3.695,3.667,31,29,10.86,32.64,721.0
582076,2021-04-06 13:12:07,26.8,330.7,-70.60001,3.694,3.667,31,29,10.93,32.85,731.0
582077,2021-04-06 13:12:17,26.8,330.8,-70.60001,3.696,3.668,31,29,11.0,33.07,741.0
582078,2021-04-06 13:12:27,27.2,330.8,-70.70001,3.696,3.668,31,29,11.06,33.27,751.0
582079,2021-04-06 13:12:37,27.2,330.8,-70.60001,3.696,3.668,31,29,11.14,33.48,761.0
582080,2021-04-06 13:12:47,27.2,331.0,-70.60001,3.697,3.669,31,29,11.2,33.68,771.0
582081,2021-04-06 13:12:57,27.6,330.8,-70.70001,3.698,3.669,31,29,11.26,33.86,781.0
582082,2021-04-06 13:13:07,27.6,331.0,-70.60001,3.698,3.67,31,29,11.32,34.05,791.0
582083,2021-04-06 13:13:17,28.0,331.0,-70.60001,3.699,3.671,31,29,11.39,34.27,801.0
582084,2021-04-06 13:13:27,28.0,331.1,-70.60001,3.7,3.671,31,29,11.46,34.46,811.0
582085,2021-04-06 13:13:37,28.0,331.1,-70.70001,3.699,3.672,31,29,11.53,34.68,821.0
582086,2021-04-06 13:13:47,28.4,331.1,-70.60001,3.7,3.672,31,29,11.6,34.9,831.0
582087,2021-04-06 13:13:57,28.4,331.3,-70.70001,3.7,3.672,31,29,11.67,35.09,841.0
582088,2021-04-06 13:14:07,28.8,331.1,-70.70001,3.701,3.674,31,29,11.74,35.3,851.0
582089,2021-04-06 13:14:17,28.8,331.1,-70.60001,3.702,3.674,31,29,11.8,35.49,861.0
582090,2021-04-06 13:14:27,28.8,331.3,-70.60001,3.702,3.674,31,29,11.86,35.67,871.0
582091,2021-04-06 13:14:37,29.2,331.4,-70.70001,3.703,3.675,31,29,11.93,35.89,881.0
582092,2021-04-06 13:14:47,29.2,331.4,-70.70001,3.703,3.675,31,29,12.0,36.08,891.0
582093,2021-04-06 13:14:57,29.6,331.4,-70.60001,3.704,3.676,31,29,12.07,36.29,901.0
582094,2021-04-06 13:15:07,29.6,331.4,-70.70001,3.705,3.676,31,29,12.13,36.49,911.0
582095,2021-04-06 13:15:17,29.6,331.6,-70.60001,3.705,3.677,31,29,12.21,36.72,921.0
582096,2021-04-06 13:15:27,30.0,331.6,-70.60001,3.706,3.678,31,29,12.28,36.91,931.0
582097,2021-04-06 13:15:37,30.0,331.6,-70.60001,3.706,3.678,31,29,12.34,37.12,941.0
582098,2021-04-06 13:15:47,30.4,331.7,-70.60001,3.707,3.678,31,29,12.41,37.31,951.0
582099,2021-04-06 13:15:57,30.4,331.7,-70.70001,3.708,3.678,31,29,12.48,37.53,961.0
582100,2021-04-06 13:16:07,30.8,331.7,-70.60001,3.707,3.679,31,29,12.54,37.71,971.0
582101,2021-04-06 13:16:17,30.8,331.7,-70.60001,3.708,3.679,31,29,12.6,37.9,981.0
582102,2021-04-06 13:16:27,30.8,331.9,-70.60001,3.709,3.679,31,29,12.67,38.11,991.0
582103,2021-04-06 13:16:37,31.2,331.9,-70.70001,3.709,3.68,31,29,12.75,38.33,1001.0
582104,2021-04-06 13:16:47,31.2,331.9,-70.70001,3.71,3.681,31,29,12.82,38.53,1011.0
