number,record_time,soc,pack_voltage,charge_current,max_cell_voltage,min_cell_voltage,max_temperature,min_temperature,available_energy,available_capacity,charging_duration_seconds
627167,2021-05-22 03:11:38,20.0,327.4,-70.20001,3.661,3.626,38,35,9.09,27.33,0.0
627168,2021-05-22 03:11:48,20.4,327.7,-69.89999,3.664,3.629,38,35,9.16,27.54,10.0
627169,2021-05-22 03:11:58,20.4,327.8,-70.20001,3.665,3.632,38,35,9.22,27.75,20.0
627170,2021-05-22 03:12:08,20.4,328.0,-70.0,3.666,3.634,38,35,9.3,27.98,30.0
627171,2021-05-22 03:12:18,20.8,328.2,-69.89999,3.668,3.635,38,35,9.37,28.19,40.0
627172,2021-05-22 03:12:28,20.8,328.3,-69.80002,3.67,3.636,38,35,9.45,28.42,50.0
627173,2021-05-22 03:12:38,21.2,328.3,-70.10001,3.67,3.639,38,35,9.53,28.67,60.0
627174,2021-05-22 03:12:48,21.2,328.5,-70.30002,3.673,3.641,38,35,9.599999,28.89,70.0
627175,2021-05-22 03:12:58,21.2,328.5,-70.30002,3.672,3.641,38,35,9.679999,29.13,80.0
627176,2021-05-22 03:13:08,21.6,328.6,-70.0,3.674,3.642,38,35,9.75,29.34,90.0
627177,2021-05-22 03:13:18,21.6,328.6,-70.30002,3.675,3.644,38,35,9.83,29.57,100.0
627178,2021-05-22 03:13:28,22.0,328.8,-70.39999,3.674,3.644,38,35,9.9,29.79,110.0
627179,2021-05-22 03:13:38,22.0,328.9,-70.30002,3.675,3.646,38,35,9.969999,29.99,120.0
627180,2021-05-22 03:13:48,22.4,328.9,-69.89999,3.676,3.646,38,35,10.05,30.22,130.0
627181,2021-05-22 03:13:58,22.4,328.9,-70.20001,3.677,3.648,38,35,10.13,30.47,140.0
627182,2021-05-22 03:14:08,22.4,329.1,-70.10001,3.678,3.648,38,35,10.21,30.69,150.0
627183,2021-05-22 03:14:18,22.8,329.1,-70.10001,3.678,3.649,38,35,10.28,30.92,160.0
627184,2021-05-22 03:14:28,22.8,329.2,-70.0,3.679,3.651,38,35,10.35,31.14,170.0
627185,2021-05-22 03:14:38,23.2,329.2,-70.0,3.679,3.651,38,35,10.43,31.37,180.0
627186,2021-05-22 03:14:48,23.2,329.2,-70.20001,3.681,3.652,38,35,10.5,31.59,190.0
627187,2021-05-22 03:14:58,23.2,329.4,-70.30002,3.681,3.652,38,35,10.57,31.8,200.0
627188,2021-05-22 03:15:08,23.6,329.4,-70.20001,3.682,3.652,38,35,10.64,32.02,210.0
627189,2021-05-22 03:15:18,23.6,329.4,-70.0,3.683,3.653,38,35,10.71,32.24,220.0
627190,2021-05-22 03:15:28,24.0,329.6,-70.39999,3.682,3.654,38,35,10.8,32.48,230.0
627191,2021-05-22 03:15:38,24.0,329.6,-70.30002,3.683,3.655,38,35,10.87,32.7,240.0
627192,2021-05-22 03:15:48,24.0,329.6,-70.30002,3.683,3.655,38,35,10.95,32.93,250.0
627193,2021-05-22 03:15:58,24.4,329.7,-69.89999,3.685,3.656,38,35,11.02,33.15,260.0
627194,2021-05-22 03:16:08,24.4,329.7,-70.0,3.685,3.656,38,35,11.1,33.38,270.0
627195,2021-05-22 03:16:18,24.8,329.7,-69.80002,3.686,3.657,38,35,11.17,33.6,280.0
627196,2021-05-22 03:16:28,24.8,329.9,-70.10001,3.686,3.657,38,35,11.25,33.83,290.0
627197,2021-05-22 03:16:38,25.2,329.9,-70.0,3.686,3.657,38,35,11.32,34.05,300.0
627198,2021-05-22 03:16:48,25.2,329.9,-70.20001,3.687,3.658,38,35,11.39,34.25,310.0
627199,2021-05-22 03:16:58,25.2,329.9,-70.0,3.687,3.658,38,35,11.47,34.5,320.0
627200,2021-05-22 03:17:08,25.6,329.9,-70.20001,3.688,3.66,38,35,11.55,34.73,330.0
627201,2021-05-22 03:17:18,25.6,330.0,-69.89999,3.688,3.66,38,35,11.62,34.94,340.0
627202,2021-05-22 03:17:28,26.0,330.2,-70.39999,3.689,3.661,38,35,11.7,35.17,350.0
627203,2021-05-22 03:17:38,26.0,330.2,-70.30002,3.69,3.661,38,35,11.77,35.39,360.0
627204,2021-05-22 03:17:48,26.0,330.2,-70.30002,3.69,3.662,38,35,11.85,35.63,370.0
627205,2021-05-22 03:17:58,26.4,330.2,-70.10001,3.691,3.662,38,36,11.92,35.84,380.0
627206,2021-05-22 03:18:08,26.4,330.3,-70.5,3.691,3.663,39,36,12.0,36.07,390.0
627207,2021-05-22 03:18:18,26.8,330.3,-70.20001,3.692,3.663,39,36,12.06,36.28,400.0
627208,2021-05-22 03:18:28,26.8,330.3,-70.10001,3.693,3.664,39,36,12.14,36.53,410.0
627209,2021-05-22 03:18:38,26.8,330.5,-70.10001,3.693,3.664,39,36,12.21,36.74,420.0
627210,2021-05-22 03:18:48,27.2,330.5,-69.89999,3.694,3.665,39,36,12.29,36.97,430.0
627211,2021-05-22 03:18:58,27.2,330.5,-70.0,3.694,3.665,39,36,12.36,37.19,440.0
627212,2021-05-22 03:19:08,27.6,330.5,-70.20001,3.694,3.666,39,36,12.44,37.42,450.0
627213,2021-05-22 03:19:18,27.6,330.7,-70.10001,3.695,3.667,39,36,12.51,37.64,460.0
627214,2021-05-22 03:19:28,28.0,330.7,-69.89999,3.695,3.667,39,36,12.59,37.87,470.0
627215,2021-05-22 03:19:38,28.0,330.8,-70.20001,3.696,3.667,39,36,12.66,38.09,480.0
627216,2021-05-22 03:19:48,28.0,330.8,-70.20001,3.697,3.668,39,36,12.74,38.3,490.0
627217,2021-05-22 03:19:58,28.4,330.8,-70.30002,3.696,3.668,39,36,12.82,38.53,500.0
627218,2021-05-22 03:20:08,28.4,330.8,-70.10001,3.698,3.669,39,36,12.89,38.77,510.0
627219,2021-05-22 03:20:18,28.8,331.0,-70.0,3.697,3.669,39,36,12.96,38.99,520.0
627220,2021-05-22 03:20:28,28.8,331.0,-70.10001,3.698,3.669,39,36,13.04,39.21,530.0
627221,2021-05-22 03:20:38,28.8,331.0,-70.20001,3.7,3.67,39,36,13.11,39.43,540.0
627222,2021-05-22 03:20:48,29.2,331.1,-70.20001,3.7,3.671,39,36,13.19,39.67,550.0
627223,2021-05-22 03:20:58,29.2,331.1,-69.89999,3.7,3.672,39,36,13.26,39.88,560.0
627224,2021-05-22 03:21:08,29.6,331.1,-70.10001,3.7,3.672,39,36,13.34,40.11,570.0
627225,2021-05-22 03:21:18,29.6,331.1,-70.0,3.702,3.673,39,36,13.41,40.33,580.0
627226,2021-05-22 03:21:28,29.6,331.3,-70.30002,3.701,3.672,39,36,13.49,40.57,590.0
627227,2021-05-22 03:21:38,30.0,331.3,-70.20001,3.703,3.673,39,36,13.56,40.78,600.0
627228,2021-05-22 03:21:48,30.0,331.4,-70.0,3.703,3.674,39,36,13.64,41.01,610.0
627229,2021-05-22 03:21:58,30.4,331.4,-70.30002,3.704,3.674,39,36,13.71,41.23,620.0
627230,2021-05-22 03:22:08,30.4,331.4,-70.30002,3.704,3.675,39,36,13.78,41.46,630.0
627231,2021-05-22 03:22:18,30.8,331.4,-70.10001,3.704,3.676,39,36,13.85,41.67,640.0
627232,2021-05-22 03:22:28,30.8,331.4,-70.10001,3.706,3.676,39,36,13.93,41.91,650.0
627233,2021-05-22 03:22:38,30.8,331.6,-70.0,3.706,3.675,39,36,14.0,42.13,660.0
627234,2021-05-22 03:22:48,31.2,331.6,-70.39999,3.707,3.676,39,36,14.08,42.36,670.0
627235,2021-05-22 03:22:58,31.2,331.7,-70.0,3.707,3.677,39,36,14.16,42.57,680.0
627236,2021-05-22 03:23:08,31.6,331.7,-70.30002,3.707,3.678,39,36,14.23,42.81,690.0
627237,2021-05-22 03:23:18,31.6,331.7,-69.89999,3.708,3.679,39,36,14.31,43.03,700.0
627238,2021-05-22 03:23:28,31.6,331.9,-70.20001,3.709,3.68,39,36,14.39,43.26,710.0
627239,2021-05-22 03:23:38,32.0,331.9,-70.10001,3.71,3.679,39,36,14.46,43.47,720.0
627240,2021-05-22 03:23:48,32.0,331.9,-69.89999,3.71,3.68,39,36,14.53,43.71,730.0
627241,2021-05-22 03:23:58,32.4,331.9,-70.30002,3.71,3.681,39,36,14.6,43.92,740.0
627242,2021-05-22 03:24:08,32.4,332.1,-70.0,3.711,3.681,39,36,14.68,44.15,750.0
627243,2021-05-22 03:24:18,32.4,332.1,-70.10001,3.712,3.682,39,36,14.75,44.37,760.0
627244,2021-05-22 03:24:28,32.8,332.2,-70.39999,3.713,3.682,39,36,14.84,44.62,770.0
627245,2021-05-22 03:24:38,32.8,332.2,-70.30002,3.714,3.683,39,36,14.9,44.82,780.0
