number,record_time,soc,pack_voltage,charge_current,max_cell_voltage,min_cell_voltage,max_temperature,min_temperature,available_energy,available_capacity,charging_duration_seconds
809303,2021-11-06 04:42:19,30.4,327.8,-58.5,3.624,3.617,34,30,13.4,40.3,0.0
809304,2021-11-06 04:42:27,30.8,328.6,-69.89999,3.673,3.645,34,30,13.46,40.47,8.0
809305,2021-11-06 04:42:35,30.8,328.9,-70.10001,3.674,3.648,34,30,13.52,40.65,16.0
809306,2021-11-06 04:42:43,30.8,329.1,-70.0,3.677,3.649,34,30,13.57,40.83,24.0
809307,2021-11-06 04:42:51,31.2,329.2,-70.0,3.679,3.652,34,30,13.64,41.0,32.0
809308,2021-11-06 04:42:59,31.2,329.4,-70.0,3.68,3.652,34,30,13.69,41.18,40.0
809309,2021-11-06 04:43:07,31.2,329.4,-69.89999,3.681,3.654,34,30,13.75,41.38,48.0
809310,2021-11-06 04:43:15,31.6,329.6,-69.89999,3.683,3.654,34,30,13.82,41.55,56.0
809311,2021-11-06 04:43:23,31.6,329.6,-69.70001,3.683,3.656,34,31,13.88,41.73,64.0
809312,2021-11-06 04:43:31,31.6,329.7,-69.89999,3.683,3.656,34,30,13.92,41.88,72.0
809313,2021-11-06 04:43:39,32.0,329.7,-70.10001,3.683,3.657,34,31,13.98,42.05,80.0
809314,2021-11-06 04:43:47,32.0,329.7,-69.80002,3.686,3.658,34,31,14.04,42.23,88.0
809315,2021-11-06 04:43:55,32.0,329.9,-69.89999,3.685,3.659,34,31,14.1,42.41,96.0
809316,2021-11-06 04:44:03,32.4,329.9,-69.80002,3.686,3.659,34,31,14.16,42.58,104.0
809317,2021-11-06 04:44:11,32.4,329.9,-69.70001,3.686,3.66,34,31,14.21,42.76,112.0
809318,2021-11-06 04:44:19,32.4,329.9,-69.89999,3.688,3.661,34,31,14.28,42.94,120.0
809319,2021-11-06 04:44:28,32.8,330.0,-69.89999,3.687,3.661,34,31,14.33,43.11,129.0
809320,2021-11-06 04:44:36,32.8,330.0,-69.89999,3.689,3.661,34,31,14.4,43.31,137.0
809321,2021-11-06 04:44:44,32.8,330.0,-70.0,3.69,3.661,34,31,14.46,43.49,145.0
809322,2021-11-06 04:44:52,33.2,330.0,-69.89999,3.689,3.662,34,31,14.52,43.66,153.0
