number,record_time,soc,pack_voltage,charge_current,max_cell_voltage,min_cell_voltage,max_temperature,min_temperature,available_energy,available_capacity,charging_duration_seconds
339579,2020-06-20 04:44:16,56.0,343.6,-60.0,3.809,3.784,38,37,23.72,71.32,0.0
339580,2020-06-20 04:44:24,56.0,344.1,-60.0,3.849,3.816,38,37,23.77,71.47,8.0
339581,2020-06-20 04:44:32,56.4,344.4,-60.0,3.851,3.82,38,37,23.81,71.6,16.0
339582,2020-06-20 04:44:40,56.4,344.6,-60.0,3.854,3.82,38,37,23.86,71.73,24.0
339583,2020-06-20 04:44:48,56.4,344.7,-60.20001,3.855,3.823,38,37,23.91,71.88,32.0
339584,2020-06-20 04:44:56,56.4,344.9,-60.0,3.856,3.825,38,37,23.95,72.0,40.0
339585,2020-06-20 04:45:04,56.8,344.9,-60.20001,3.857,3.826,38,37,23.99,72.14,48.0
339586,2020-06-20 04:45:12,56.8,345.0,-60.10001,3.859,3.828,38,37,24.04,72.28,56.0
339587,2020-06-20 04:45:20,56.8,345.2,-59.89999,3.86,3.828,38,37,24.08,72.4,64.0
339588,2020-06-20 04:45:28,56.8,345.3,-60.0,3.86,3.83,38,37,24.13,72.55,72.0
339589,2020-06-20 04:45:36,57.2,345.3,-60.20001,3.86,3.83,38,37,24.17,72.68,80.0
339590,2020-06-20 04:45:44,57.2,345.5,-60.0,3.862,3.832,38,37,24.22,72.83,88.0
339591,2020-06-20 04:45:52,57.2,345.5,-60.0,3.863,3.834,38,37,24.27,72.95,96.0
339592,2020-06-20 04:46:00,57.2,345.7,-60.10001,3.866,3.834,38,37,24.31,73.08,104.0
339593,2020-06-20 04:46:08,57.6,345.7,-59.80002,3.866,3.835,38,37,24.35,73.21,112.0
339594,2020-06-20 04:46:16,57.6,345.8,-60.0,3.867,3.836,38,37,24.4,73.35,120.0
339595,2020-06-20 04:46:24,57.6,346.0,-60.0,3.868,3.837,38,37,24.45,73.49,128.0
339596,2020-06-20 04:46:32,58.0,346.1,-60.0,3.868,3.838,38,37,24.49,73.63,136.0
339597,2020-06-20 04:46:40,58.0,346.0,-59.80002,3.87,3.839,38,37,24.53,73.75,144.0
339598,2020-06-20 04:46:48,58.0,346.3,-60.0,3.871,3.841,38,37,24.58,73.9,152.0
339599,2020-06-20 04:46:56,58.0,346.3,-60.0,3.871,3.842,38,37,24.63,74.03,160.0
339600,2020-06-20 04:47:04,58.4,346.4,-60.10001,3.873,3.843,38,37,24.67,74.18,168.0
339601,2020-06-20 04:47:12,58.4,346.6,-60.10001,3.874,3.843,38,37,24.72,74.31,176.0
339602,2020-06-20 04:47:20,58.4,346.6,-60.0,3.875,3.844,38,37,24.76,74.43999,184.0
339603,2020-06-20 04:47:28,58.4,346.8,-60.0,3.876,3.846,38,37,24.8,74.57,192.0
339604,2020-06-20 04:47:36,58.8,346.8,-60.0,3.877,3.846,38,37,24.85,74.7,200.0
339605,2020-06-20 04:47:44,58.8,346.9,-60.0,3.878,3.849,38,37,24.89,74.85,208.0
