number,record_time,soc,pack_voltage,charge_current,max_cell_voltage,min_cell_voltage,max_temperature,min_temperature,available_energy,available_capacity,charging_duration_seconds
619764,2021-08-09 11:54:46,17.2,326.7,-74.20001,3.652,3.615,34,33,7.85,23.62,0.0
619765,2021-08-09 11:54:56,17.6,327.1,-74.0,3.657,3.619,34,33,7.93,23.85,10.0
619766,2021-08-09 11:55:06,17.6,327.4,-74.20001,3.66,3.621,34,33,8.02,24.12,20.0
619767,2021-08-09 11:55:16,18.0,327.5,-74.10001,3.662,3.624,34,33,8.099999,24.37,30.0
619768,2021-08-09 11:55:26,18.0,327.7,-74.20001,3.664,3.626,34,33,8.17,24.6,40.0
619769,2021-08-09 11:55:36,18.4,327.8,-74.20001,3.667,3.628,34,33,8.26,24.85,50.0
619770,2021-08-09 11:55:46,18.4,328.0,-74.20001,3.667,3.628,34,33,8.34,25.08,60.0
619771,2021-08-09 11:55:56,18.8,328.2,-74.20001,3.669,3.63,34,33,8.42,25.33,70.0
619772,2021-08-09 11:56:06,18.8,328.3,-74.20001,3.669,3.632,34,33,8.5,25.55,80.0
619773,2021-08-09 11:56:16,18.8,328.3,-74.0,3.672,3.633,34,33,8.57,25.78,90.0
619774,2021-08-09 11:56:26,19.2,328.5,-74.20001,3.673,3.635,34,33,8.65,26.03,100.0
619775,2021-08-09 11:56:36,19.2,328.6,-74.30002,3.673,3.636,34,33,8.75,26.3,110.0
619776,2021-08-09 11:56:46,19.6,328.6,-74.20001,3.675,3.638,34,33,8.82,26.53,120.0
619777,2021-08-09 11:56:56,19.6,328.8,-74.20001,3.675,3.639,34,33,8.9,26.78,130.0
619778,2021-08-09 11:57:06,20.0,328.8,-74.20001,3.676,3.64,34,33,8.98,27.01,140.0
619779,2021-08-09 11:57:16,20.0,328.9,-74.20001,3.677,3.641,34,33,9.07,27.26,150.0
619780,2021-08-09 11:57:26,20.4,328.9,-74.0,3.678,3.643,34,33,9.139999,27.5,160.0
619781,2021-08-09 11:57:36,20.4,329.1,-74.0,3.678,3.644,34,33,9.22,27.75,170.0
619782,2021-08-09 11:57:46,20.4,329.1,-74.0,3.679,3.646,34,33,9.29,27.96,180.0
619783,2021-08-09 11:57:56,20.8,329.1,-74.30002,3.679,3.646,34,33,9.37,28.19,190.0
619784,2021-08-09 11:58:06,20.8,329.2,-74.20001,3.68,3.647,34,33,9.46,28.46,200.0
619785,2021-08-09 11:58:16,21.2,329.2,-74.10001,3.681,3.649,34,33,9.54,28.71,210.0
619786,2021-08-09 11:58:26,21.2,329.4,-74.20001,3.682,3.65,34,33,9.62,28.94,220.0
619787,2021-08-09 11:58:36,21.6,329.4,-74.0,3.682,3.65,35,33,9.7,29.17,230.0
