number,record_time,soc,pack_voltage,charge_current,max_cell_voltage,min_cell_voltage,max_temperature,min_temperature,available_energy,available_capacity,charging_duration_seconds
756700,2021-10-03 15:12:05,8.0,319.9,-70.20001,3.576,3.541,38,36,3.59,10.79,0.0
756701,2021-10-03 15:12:15,8.400001,320.5,-70.20001,3.581,3.546,38,36,3.65,11.0,10.0
756702,2021-10-03 15:12:25,8.400001,320.7,-70.20001,3.585,3.55,38,36,3.73,11.23,20.0
756703,2021-10-03 15:12:35,8.8,321.0,-70.20001,3.588,3.553,38,36,3.8,11.44,30.0
756704,2021-10-03 15:12:45,8.8,321.1,-70.20001,3.591,3.555,38,36,3.88,11.67,40.0
756705,2021-10-03 15:12:55,9.2,321.4,-70.20001,3.593,3.557,38,37,3.96,11.91,50.0
756706,2021-10-03 15:13:05,9.2,321.6,-70.20001,3.595,3.56,38,37,4.03,12.14,60.0
756707,2021-10-03 15:13:15,9.2,321.7,-70.20001,3.598,3.562,38,37,4.1,12.35,70.0
756708,2021-10-03 15:13:25,9.6,321.9,-70.20001,3.6,3.564,38,37,4.18,12.58,80.0
756709,2021-10-03 15:13:35,9.6,322.1,-70.20001,3.601,3.565,38,37,4.26,12.81,90.0
756710,2021-10-03 15:13:45,10.0,322.2,-70.20001,3.603,3.567,38,37,4.33,13.03,100.0
756711,2021-10-03 15:13:55,10.0,322.4,-70.20001,3.604,3.569,38,37,4.41,13.26,110.0
756712,2021-10-03 15:14:05,10.4,322.5,-70.20001,3.606,3.57,38,37,4.48,13.49,120.0
756713,2021-10-03 15:14:15,10.4,322.7,-70.20001,3.607,3.572,38,37,4.55,13.68,130.0
756714,2021-10-03 15:14:25,10.4,322.8,-70.20001,3.608,3.573,38,37,4.64,13.94,140.0
756715,2021-10-03 15:14:35,10.8,323.0,-70.20001,3.61,3.575,38,37,4.71,14.15,150.0
756716,2021-10-03 15:14:45,10.8,323.0,-70.20001,3.611,3.577,38,37,4.78,14.38,160.0
756717,2021-10-03 15:14:55,11.2,323.2,-70.20001,3.612,3.579,38,37,4.85,14.6,170.0
756718,2021-10-03 15:15:05,11.2,323.3,-70.20001,3.614,3.58,38,37,4.93,14.83,180.0
756719,2021-10-03 15:15:15,11.2,323.5,-70.20001,3.615,3.581,38,37,5.0,15.06,190.0
756720,2021-10-03 15:15:25,11.6,323.5,-70.20001,3.616,3.584,38,37,5.08,15.28,200.0
756721,2021-10-03 15:15:35,11.6,323.6,-70.20001,3.618,3.584,38,37,5.15,15.51,210.0
756722,2021-10-03 15:15:45,12.0,323.6,-70.20001,3.618,3.586,38,37,5.22,15.72,220.0
756723,2021-10-03 15:15:55,12.0,323.8,-70.20001,3.619,3.586,38,37,5.31,15.96,230.0
756724,2021-10-03 15:16:05,12.4,323.9,-70.20001,3.62,3.587,38,37,5.38,16.19,240.0
756725,2021-10-03 15:16:15,12.4,323.9,-70.20001,3.621,3.589,38,37,5.46,16.42,250.0
756726,2021-10-03 15:16:25,12.4,324.1,-70.20001,3.622,3.589,38,37,5.53,16.64,260.0
756727,2021-10-03 15:16:35,12.8,324.1,-70.20001,3.624,3.591,38,37,5.6,16.87,270.0
756728,2021-10-03 15:16:45,12.8,324.2,-70.20001,3.625,3.592,38,37,5.68,17.1,280.0
756729,2021-10-03 15:16:55,13.2,324.2,-70.20001,3.626,3.594,38,37,5.75,17.3,290.0
756730,2021-10-03 15:17:05,13.2,324.4,-70.20001,3.627,3.595,38,37,5.82,17.53,300.0
756731,2021-10-03 15:17:15,13.6,324.6,-70.20001,3.628,3.595,38,37,5.9,17.75,310.0
756732,2021-10-03 15:17:25,13.6,324.6,-70.20001,3.629,3.596,38,37,5.98,17.98,320.0
756733,2021-10-03 15:17:35,13.6,324.7,-70.20001,3.631,3.597,38,37,6.05,18.21,330.0
756734,2021-10-03 15:17:45,14.0,324.7,-70.20001,3.63,3.599,38,37,6.13,18.43,340.0
756735,2021-10-03 15:17:55,14.0,324.9,-70.20001,3.631,3.599,38,37,6.21,18.66,350.0
756736,2021-10-03 15:18:05,14.4,324.9,-70.20001,3.633,3.6,38,37,6.28,18.89,360.0
756737,2021-10-03 15:18:15,14.4,325.0,-70.20001,3.633,3.602,38,37,6.35,19.11,370.0
