number,record_time,soc,pack_voltage,charge_current,max_cell_voltage,min_cell_voltage,max_temperature,min_temperature,available_energy,available_capacity,charging_duration_seconds
232228,2020-01-05 23:07:23,34.4,330.7,-74.0,3.696,3.667,26,24,15.51,46.63,0.0
232229,2020-01-05 23:07:31,34.4,331.0,-74.0,3.7,3.671,26,24,15.56,46.81,8.0
232230,2020-01-05 23:07:39,34.4,331.1,-74.10001,3.703,3.673,26,24,15.62,46.97,16.0
232231,2020-01-05 23:07:47,34.8,331.4,-74.20001,3.705,3.675,26,25,15.67,47.12,24.0
232232,2020-01-05 23:07:55,34.8,331.4,-74.10001,3.706,3.676,26,25,15.73,47.3,32.0
232233,2020-01-05 23:08:03,34.8,331.6,-74.0,3.708,3.678,26,25,15.79,47.47,40.0
232234,2020-01-05 23:08:11,35.2,331.7,-73.89999,3.708,3.678,26,25,15.84,47.66,48.0
232235,2020-01-05 23:08:19,35.2,331.7,-74.0,3.709,3.679,26,25,15.91,47.84,56.0
232236,2020-01-05 23:08:27,35.2,331.9,-74.0,3.712,3.68,26,25,15.96,48.0,64.0
232237,2020-01-05 23:08:36,35.6,332.1,-74.20001,3.711,3.681,26,25,16.02,48.19,73.0
232238,2020-01-05 23:08:44,35.6,332.1,-74.20001,3.712,3.681,26,25,16.07,48.35,81.0
232239,2020-01-05 23:08:52,35.6,332.1,-74.20001,3.714,3.683,26,25,16.14,48.53,89.0
232240,2020-01-05 23:09:00,36.0,332.2,-74.10001,3.715,3.684,26,25,16.2,48.73,97.0
232241,2020-01-05 23:09:08,36.0,332.4,-74.0,3.715,3.684,26,25,16.26,48.9,105.0
232242,2020-01-05 23:09:16,36.0,332.4,-74.0,3.715,3.685,26,25,16.32,49.08,113.0
232243,2020-01-05 23:09:24,36.4,332.4,-74.20001,3.717,3.686,26,25,16.37,49.23,121.0
232244,2020-01-05 23:09:32,36.4,332.5,-74.0,3.718,3.686,26,25,16.43,49.41,129.0
232245,2020-01-05 23:09:40,36.4,332.5,-74.0,3.719,3.687,26,25,16.48,49.58,137.0
232246,2020-01-05 23:09:48,36.8,332.5,-73.89999,3.719,3.688,26,25,16.55,49.76,145.0
232247,2020-01-05 23:09:56,36.8,332.7,-74.20001,3.72,3.688,26,25,16.6,49.93,153.0
232248,2020-01-05 23:10:04,36.8,332.7,-74.10001,3.721,3.69,26,25,16.66,50.11,161.0
232249,2020-01-05 23:10:12,37.2,332.7,-74.0,3.72,3.69,26,25,16.76,50.37,169.0
232250,2020-01-05 23:10:20,37.2,332.8,-74.20001,3.721,3.69,26,25,16.81,50.56,177.0
232251,2020-01-05 23:10:28,37.2,333.0,-74.10001,3.722,3.691,26,25,16.88,50.75,185.0
232252,2020-01-05 23:10:36,37.6,333.0,-73.89999,3.722,3.691,26,25,16.94,50.93,193.0
232253,2020-01-05 23:10:44,37.6,333.0,-73.89999,3.724,3.692,26,25,17.0,51.11,201.0
232254,2020-01-05 23:10:52,37.6,333.2,-74.20001,3.723,3.693,26,25,17.05,51.27,209.0
232255,2020-01-05 23:11:00,37.6,333.2,-74.10001,3.725,3.693,26,25,17.11,51.44,217.0
232256,2020-01-05 23:11:08,38.0,333.2,-74.10001,3.725,3.694,26,25,17.17,51.6,225.0
232257,2020-01-05 23:11:16,38.0,333.3,-74.20001,3.726,3.695,26,25,17.22,51.79,233.0
232258,2020-01-05 23:11:24,38.0,333.3,-74.0,3.726,3.695,26,25,17.28,51.95,241.0
232259,2020-01-05 23:11:32,38.4,333.3,-74.20001,3.728,3.696,26,25,17.34,52.13,249.0
232260,2020-01-05 23:11:40,38.4,333.5,-74.10001,3.727,3.697,26,25,17.4,52.32,257.0
232261,2020-01-05 23:11:48,38.4,333.5,-74.10001,3.728,3.697,26,25,17.45,52.49,265.0
232262,2020-01-05 23:11:56,38.8,333.5,-74.0,3.729,3.698,26,25,17.53,52.69,273.0
232263,2020-01-05 23:12:04,38.8,333.6,-74.10001,3.729,3.698,26,25,17.58,52.87,281.0
232264,2020-01-05 23:12:12,38.8,333.6,-74.0,3.73,3.698,26,25,17.64,53.03,289.0
232265,2020-01-05 23:12:20,39.2,333.8,-73.89999,3.731,3.7,27,25,17.7,53.22,297.0
232266,2020-01-05 23:12:28,39.2,333.8,-74.10001,3.732,3.7,27,25,17.76,53.38,305.0
232267,2020-01-05 23:12:36,39.2,333.8,-74.20001,3.732,3.7,27,25,17.81,53.56,313.0
232268,2020-01-05 23:12:44,39.6,333.9,-74.20001,3.733,3.702,27,25,17.86,53.71,321.0
232269,2020-01-05 23:12:52,39.6,333.9,-74.20001,3.734,3.702,27,25,17.93,53.89,329.0
232270,2020-01-05 23:13:00,39.6,333.9,-74.10001,3.734,3.702,27,25,17.98,54.07,337.0
232271,2020-01-05 23:13:08,40.0,334.1,-74.10001,3.735,3.703,27,25,18.04,54.25,345.0
232272,2020-01-05 23:13:16,40.0,334.1,-74.0,3.736,3.704,27,25,18.1,54.43,353.0
232273,2020-01-05 23:13:24,40.0,334.1,-74.10001,3.736,3.704,27,25,18.17,54.63,361.0
232274,2020-01-05 23:13:32,40.4,334.2,-74.30002,3.737,3.704,27,25,18.22,54.79,369.0
232275,2020-01-05 23:13:40,40.4,334.2,-74.0,3.738,3.705,27,26,18.29,54.98,377.0
232276,2020-01-05 23:13:48,40.4,334.4,-74.0,3.738,3.706,27,26,18.34,55.14,385.0
232277,2020-01-05 23:13:56,40.8,334.4,-74.10001,3.739,3.706,27,26,18.4,55.32,393.0
232278,2020-01-05 23:14:04,40.8,334.4,-74.10001,3.74,3.707,27,26,18.46,55.49,401.0
232279,2020-01-05 23:14:12,40.8,334.6,-74.10001,3.74,3.708,27,26,18.51,55.66,409.0
